,Molecule,OF Molecule Name,Geometry,Charge,Multiplicity,Basis Set,Number of Qubits,Method,Energy,Orbital Energies,Time
15498,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.07007007007007007]]]",0,1,sto-3g,,ccsd,-98.59658660038751,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.03265199999999968
15499,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.07007007007007007]]]",0,1,sto-3g,,fci,-98.59658658068673,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.03279799999999966
15500,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.08008008008008008]]]",0,1,sto-3g,,hf,-98.57075759166304,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.0337840000000007
15501,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.08008008008008008]]]",0,1,sto-3g,,mp2,-98.58808640996038,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.03253199999999978
15502,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.08008008008008008]]]",0,1,sto-3g,,cisd,-98.59658658068673,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.0325179999999996
15503,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.08008008008008008]]]",0,1,sto-3g,,ccsd,-98.59658660038751,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.03374800000000011
15504,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.08008008008008008]]]",0,1,sto-3g,,fci,-98.59658658068673,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.03247800000000023
15505,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.09009009009009009]]]",0,1,sto-3g,,hf,-98.57075759166304,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.03355999999999959
15506,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.09009009009009009]]]",0,1,sto-3g,,mp2,-98.58808640996038,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.032377999999999574
15507,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.09009009009009009]]]",0,1,sto-3g,,cisd,-98.59658658068673,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.03266399999999958
15508,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.09009009009009009]]]",0,1,sto-3g,,ccsd,-98.59658660038751,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.032092000000000453
15509,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.09009009009009009]]]",0,1,sto-3g,,fci,-98.59658658068673,"[-25.900011875001127, -1.4712663875463994, -0.5852333702141315, -0.46417018486098377, -0.46417018486098377, 0.6292381041133708]",0.03388800000000014
15510,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.10010010010010009]]]",0,1,sto-3g,,hf,-69.60284567569882,"[-29.458538017756105, -1.8571639933611999, -0.9253439983894534, -0.8632204704891386, -0.8632204704891386, 1.253173615892517]",0.03305399999999992
15511,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.10010010010010009]]]",0,1,sto-3g,,mp2,-69.60328230651307,"[-29.458538017756105, -1.8571639933611999, -0.9253439983894534, -0.8632204704891386, -0.8632204704891386, 1.253173615892517]",0.03351599999999966
15512,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.10010010010010009]]]",0,1,sto-3g,,cisd,-69.6032987781227,"[-29.458538017756105, -1.8571639933611999, -0.9253439983894534, -0.8632204704891386, -0.8632204704891386, 1.253173615892517]",0.03509999999999991
15513,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.10010010010010009]]]",0,1,sto-3g,,ccsd,-69.60329877812907,"[-29.458538017756105, -1.8571639933611999, -0.9253439983894534, -0.8632204704891386, -0.8632204704891386, 1.253173615892517]",0.0334260000000004
15514,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.10010010010010009]]]",0,1,sto-3g,,fci,-69.60329877812273,"[-29.458538017756105, -1.8571639933611999, -0.9253439983894534, -0.8632204704891386, -0.8632204704891386, 1.253173615892517]",0.03508399999999945
15515,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.11011011011011011]]]",0,1,sto-3g,,hf,-73.2634795805177,"[-29.138527810628716, -1.8553291147797997, -0.9259342044261669, -0.8553603190647382, -0.8553603190647382, 1.2194350920083994]",0.033007999999999704
15516,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.11011011011011011]]]",0,1,sto-3g,,mp2,-73.26392724910906,"[-29.138527810628716, -1.8553291147797997, -0.9259342044261669, -0.8553603190647382, -0.8553603190647382, 1.2194350920083994]",0.03247599999999995
15517,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.11011011011011011]]]",0,1,sto-3g,,cisd,-73.26394465279589,"[-29.138527810628716, -1.8553291147797997, -0.9259342044261669, -0.8553603190647382, -0.8553603190647382, 1.2194350920083994]",0.033372000000000845
15518,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.11011011011011011]]]",0,1,sto-3g,,ccsd,-73.26394465280008,"[-29.138527810628716, -1.8553291147797997, -0.9259342044261669, -0.8553603190647382, -0.8553603190647382, 1.2194350920083994]",0.0329240000000004
15519,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.11011011011011011]]]",0,1,sto-3g,,fci,-73.2639446527958,"[-29.138527810628716, -1.8553291147797997, -0.9259342044261669, -0.8553603190647382, -0.8553603190647382, 1.2194350920083994]",0.034241999999999884
15520,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.12012012012012012]]]",0,1,sto-3g,,hf,-76.26212390840374,"[-28.847777410135055, -1.8556638935530243, -0.925538320590087, -0.8469935431956186, -0.8469935431956185, 1.1850589760809205]",0.03337799999999991
15521,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.12012012012012012]]]",0,1,sto-3g,,mp2,-76.26258515567626,"[-28.847777410135055, -1.8556638935530243, -0.925538320590087, -0.8469935431956186, -0.8469935431956185, 1.1850589760809205]",0.03279000000000032
15522,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.12012012012012012]]]",0,1,sto-3g,,cisd,-76.26260373683004,"[-28.847777410135055, -1.8556638935530243, -0.925538320590087, -0.8469935431956186, -0.8469935431956185, 1.1850589760809205]",0.03078999999999965
15523,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.12012012012012012]]]",0,1,sto-3g,,ccsd,-76.2626037368321,"[-28.847777410135055, -1.8556638935530243, -0.925538320590087, -0.8469935431956186, -0.8469935431956185, 1.1850589760809205]",0.03403400000000012
15524,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.12012012012012012]]]",0,1,sto-3g,,fci,-76.26260373683004,"[-28.847777410135055, -1.8556638935530243, -0.925538320590087, -0.8469935431956186, -0.8469935431956185, 1.1850589760809205]",0.03263199999999955
15525,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.13013013013013014]]]",0,1,sto-3g,,hf,-78.76044464861064,"[-28.584201083311065, -1.8578688413107922, -0.9240639858547329, -0.8381358468360383, -0.8381358468360383, 1.1506722935535494]",0.03377199999999991
15526,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.13013013013013014]]]",0,1,sto-3g,,mp2,-78.76092206552396,"[-28.584201083311065, -1.8578688413107922, -0.9240639858547329, -0.8381358468360383, -0.8381358468360383, 1.1506722935535494]",0.03351599999999966
15527,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.13013013013013014]]]",0,1,sto-3g,,cisd,-78.76094210251564,"[-28.584201083311065, -1.8578688413107922, -0.9240639858547329, -0.8381358468360383, -0.8381358468360383, 1.1506722935535494]",0.032420000000000115
15528,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.13013013013013014]]]",0,1,sto-3g,,ccsd,-78.76094210251634,"[-28.584201083311065, -1.8578688413107922, -0.9240639858547329, -0.8381358468360383, -0.8381358468360383, 1.1506722935535494]",0.033011999999999375
15529,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.13013013013013014]]]",0,1,sto-3g,,fci,-78.76094210251567,"[-28.584201083311065, -1.8578688413107922, -0.9240639858547329, -0.8381358468360383, -0.8381358468360383, 1.1506722935535494]",0.03326399999999996
15530,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.14014014014014015]]]",0,1,sto-3g,,hf,-80.8722531730665,"[-28.34555666126858, -1.8616054918009213, -0.9214750857845532, -0.8288110975137476, -0.8288110975137476, 1.1168675532889831]",0.033199999999999896
15531,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.14014014014014015]]]",0,1,sto-3g,,mp2,-80.87274946425671,"[-28.34555666126858, -1.8616054918009213, -0.9214750857845532, -0.8288110975137476, -0.8288110975137476, 1.1168675532889831]",0.033467999999999165
15532,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.14014014014014015]]]",0,1,sto-3g,,cisd,-80.87277127619018,"[-28.34555666126858, -1.8616054918009213, -0.9214750857845532, -0.8288110975137476, -0.8288110975137476, 1.1168675532889831]",0.03247199999999939
15533,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.14014014014014015]]]",0,1,sto-3g,,ccsd,-80.87277127619147,"[-28.34555666126858, -1.8616054918009213, -0.9214750857845532, -0.8288110975137476, -0.8288110975137476, 1.1168675532889831]",0.032549999999999635
15534,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.14014014014014015]]]",0,1,sto-3g,,fci,-80.87277127619012,"[-28.34555666126858, -1.8616054918009213, -0.9214750857845532, -0.8288110975137476, -0.8288110975137476, 1.1168675532889831]",0.03438799999999986
15535,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.15015015015015015]]]",0,1,sto-3g,,hf,-82.67954866912203,"[-28.1295361316637, -1.8665167348119533, -0.9177845034342397, -0.8190516352846857, -0.8190516352846857, 1.0841978340793976]",0.03385200000000044
15536,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.15015015015015015]]]",0,1,sto-3g,,mp2,-82.6800667184829,"[-28.1295361316637, -1.8665167348119533, -0.9177845034342397, -0.8190516352846857, -0.8190516352846857, 1.0841978340793976]",0.03261800000000026
15537,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.15015015015015015]]]",0,1,sto-3g,,cisd,-82.680090672785,"[-28.1295361316637, -1.8665167348119533, -0.9177845034342397, -0.8190516352846857, -0.8190516352846857, 1.0841978340793976]",0.03276400000000024
15538,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.15015015015015015]]]",0,1,sto-3g,,ccsd,-82.68009067279138,"[-28.1295361316637, -1.8665167348119533, -0.9177845034342397, -0.8190516352846857, -0.8190516352846857, 1.0841978340793976]",0.03298999999999985
15539,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.15015015015015015]]]",0,1,sto-3g,,fci,-82.680090672785,"[-28.1295361316637, -1.8665167348119533, -0.9177845034342397, -0.8190516352846857, -0.8190516352846857, 1.0841978340793976]",0.03385200000000044
15540,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.16016016016016016]]]",0,1,sto-3g,,hf,-84.24263201560896,"[-27.933863985461237, -1.87224622639673, -0.9130442922590932, -0.8088978693557963, -0.8088978693557963, 1.0531718624169248]",0.03670600000000057
15541,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.16016016016016016]]]",0,1,sto-3g,,mp2,-84.2431749483419,"[-27.933863985461237, -1.87224622639673, -0.9130442922590932, -0.8088978693557963, -0.8088978693557963, 1.0531718624169248]",0.035803999999999725
15542,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.16016016016016016]]]",0,1,sto-3g,,cisd,-84.24320146811844,"[-27.933863985461237, -1.87224622639673, -0.9130442922590932, -0.8088978693557963, -0.8088978693557963, 1.0531718624169248]",0.035037999999999236
15543,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.16016016016016016]]]",0,1,sto-3g,,ccsd,-84.24320146813616,"[-27.933863985461237, -1.87224622639673, -0.9130442922590932, -0.8088978693557963, -0.8088978693557963, 1.0531718624169248]",0.035048000000000634
15544,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.16016016016016016]]]",0,1,sto-3g,,fci,-84.2432014681185,"[-27.933863985461237, -1.87224622639673, -0.9130442922590932, -0.8088978693557963, -0.8088978693557963, 1.0531718624169248]",0.03329999999999966
15545,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.17017017017017017]]]",0,1,sto-3g,,hf,-85.60669045170413,"[-27.756380654350117, -1.8784538946965317, -0.9073354058236894, -0.7983972766361174, -0.7983972766361174, 1.0242480803047052]",0.035025999999999335
15546,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.17017017017017017]]]",0,1,sto-3g,,mp2,-85.60726168846115,"[-27.756380654350117, -1.8784538946965317, -0.9073354058236894, -0.7983972766361174, -0.7983972766361174, 1.0242480803047052]",0.03324999999999978
15547,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.17017017017017017]]]",0,1,sto-3g,,cisd,-85.60729125992862,"[-27.756380654350117, -1.8784538946965317, -0.9073354058236894, -0.7983972766361174, -0.7983972766361174, 1.0242480803047052]",0.033193999999999946
15548,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.17017017017017017]]]",0,1,sto-3g,,ccsd,-85.60729125996706,"[-27.756380654350117, -1.8784538946965317, -0.9073354058236894, -0.7983972766361174, -0.7983972766361174, 1.0242480803047052]",0.03277199999999958
15549,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.17017017017017017]]]",0,1,sto-3g,,fci,-85.60729125992859,"[-27.756380654350117, -1.8784538946965317, -0.9073354058236894, -0.7983972766361174, -0.7983972766361174, 1.0242480803047052]",0.03294999999999959
15550,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.18018018018018017]]]",0,1,sto-3g,,hf,-86.80618945632989,"[-27.595099663601903, -1.8848265997633997, -0.9007584518504885, -0.7876030508783668, -0.7876030508783668, 0.9978274244150437]",0.0459240000000003
15551,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.18018018018018017]]]",0,1,sto-3g,,mp2,-86.8067927571818,"[-27.595099663601903, -1.8848265997633997, -0.9007584518504885, -0.7876030508783668, -0.7876030508783668, 0.9978274244150437]",0.03552999999999962
15552,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.18018018018018017]]]",0,1,sto-3g,,cisd,-86.8068259377626,"[-27.595099663601903, -1.8848265997633997, -0.9007584518504885, -0.7876030508783668, -0.7876030508783668, 0.9978274244150437]",0.03249000000000013
15553,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.18018018018018017]]]",0,1,sto-3g,,ccsd,-86.80682593783466,"[-27.595099663601903, -1.8848265997633997, -0.9007584518504885, -0.7876030508783668, -0.7876030508783668, 0.9978274244150437]",0.03354599999999941
15554,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.18018018018018017]]]",0,1,sto-3g,,fci,-86.80682593776254,"[-27.595099663601903, -1.8848265997633997, -0.9007584518504885, -0.7876030508783668, -0.7876030508783668, 0.9978274244150437]",0.04026800000000019
15555,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.19019019019019018]]]",0,1,sto-3g,,hf,-87.8678586910056,"[-27.448237881992608, -1.8910844849199528, -0.8934261788380278, -0.7765726650551765, -0.7765726650551765, 0.9742453433811927]",0.0374920000000003
15556,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.19019019019019018]]]",0,1,sto-3g,,mp2,-87.86849818906725,"[-27.448237881992608, -1.8910844849199528, -0.8934261788380278, -0.7765726650551765, -0.7765726650551765, 0.9742453433811927]",0.03353200000000012
15557,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.19019019019019018]]]",0,1,sto-3g,,cisd,-87.8685356167147,"[-27.448237881992608, -1.8910844849199528, -0.8934261788380278, -0.7765726650551765, -0.7765726650551765, 0.9742453433811927]",0.03380599999999934
15558,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.19019019019019018]]]",0,1,sto-3g,,ccsd,-87.86853561683753,"[-27.448237881992608, -1.8910844849199528, -0.8934261788380278, -0.7765726650551765, -0.7765726650551765, 0.9742453433811927]",0.033629999999999605
15559,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.19019019019019018]]]",0,1,sto-3g,,fci,-87.86853561671458,"[-27.448237881992608, -1.8910844849199528, -0.8934261788380278, -0.7765726650551765, -0.7765726650551765, 0.9742453433811927]",0.03413399999999989
15560,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.20020020020020018]]]",0,1,sto-3g,,hf,-88.81275582401578,"[-27.31422392587067, -1.8969841971167278, -0.885457793206774, -0.7653665347386037, -0.7653665347386037, 0.9537641164798021]",0.03524999999999956
15561,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.20020020020020018]]]",0,1,sto-3g,,mp2,-88.81343604991449,"[-27.31422392587067, -1.8969841971167278, -0.885457793206774, -0.7653665347386037, -0.7653665347386037, 0.9537641164798021]",0.033943999999999974
15562,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.20020020020020018]]]",0,1,sto-3g,,cisd,-88.81347845400589,"[-27.31422392587067, -1.8969841971167278, -0.885457793206774, -0.7653665347386037, -0.7653665347386037, 0.9537641164798021]",0.03417199999999987
15563,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.20020020020020018]]]",0,1,sto-3g,,ccsd,-88.81347845420088,"[-27.31422392587067, -1.8969841971167278, -0.885457793206774, -0.7653665347386037, -0.7653665347386037, 0.9537641164798021]",0.03480200000000089
15564,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.20020020020020018]]]",0,1,sto-3g,,fci,-88.81347845400595,"[-27.31422392587067, -1.8969841971167278, -0.885457793206774, -0.7653665347386037, -0.7653665347386037, 0.9537641164798021]",0.03385600000000011
15565,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.21021021021021022]]]",0,1,sto-3g,,hf,-89.65771505455375,"[-27.191691307267305, -1.9023201441633986, -0.8769748296476509, -0.7540468573177561, -0.7540468573177561, 0.936566683289829]",0.03374600000000072
15566,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.21021021021021022]]]",0,1,sto-3g,,mp2,-89.65844095323314,"[-27.191691307267305, -1.9023201441633986, -0.8769748296476509, -0.7540468573177561, -0.7540468573177561, 0.936566683289829]",0.032752000000000336
15567,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.21021021021021022]]]",0,1,sto-3g,,cisd,-89.65848916712955,"[-27.191691307267305, -1.9023201441633986, -0.8769748296476509, -0.7540468573177561, -0.7540468573177561, 0.936566683289829]",0.03242799999999946
15568,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.21021021021021022]]]",0,1,sto-3g,,ccsd,-89.65848916742418,"[-27.191691307267305, -1.9023201441633986, -0.8769748296476509, -0.7540468573177561, -0.7540468573177561, 0.936566683289829]",0.03404600000000002
15569,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.21021021021021022]]]",0,1,sto-3g,,fci,-89.65848916712963,"[-27.191691307267305, -1.9023201441633986, -0.8769748296476509, -0.7540468573177561, -0.7540468573177561, 0.936566683289829]",0.034914000000000556
15570,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.22022022022022023]]]",0,1,sto-3g,,hf,-90.4163790340613,"[-27.07946223367015, -1.9069246080236548, -0.8680981393850196, -0.7426765962585884, -0.7426765962585884, 0.92275300582042]",0.03590799999999916
15571,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.22022022022022023]]]",0,1,sto-3g,,mp2,-90.41715597487925,"[-27.07946223367015, -1.9069246080236548, -0.8680981393850196, -0.7426765962585884, -0.7426765962585884, 0.92275300582042]",0.03420000000000023
15572,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.22022022022022023]]]",0,1,sto-3g,,cisd,-90.41721095006179,"[-27.07946223367015, -1.9069246080236548, -0.8680981393850196, -0.7426765962585884, -0.7426765962585884, 0.92275300582042]",0.033909999999998774
15573,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.22022022022022023]]]",0,1,sto-3g,,ccsd,-90.41721095048963,"[-27.07946223367015, -1.9069246080236548, -0.8680981393850196, -0.7426765962585884, -0.7426765962585884, 0.92275300582042]",0.034243999999999275
15574,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.22022022022022023]]]",0,1,sto-3g,,fci,-90.41721095006173,"[-27.07946223367015, -1.9069246080236548, -0.8680981393850196, -0.7426765962585884, -0.7426765962585884, 0.92275300582042]",0.034549999999999415
15575,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.23023023023023023]]]",0,1,sto-3g,,hf,-91.09994476036294,"[-26.976526520604768, -1.910667113557448, -0.8589455606616848, -0.7313185128205824, -0.7313185128205824, 0.9123395989116505]",0.033193999999999946
15576,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.23023023023023023]]]",0,1,sto-3g,,mp2,-91.10077854048104,"[-26.976526520604768, -1.910667113557448, -0.8589455606616848, -0.7313185128205824, -0.7313185128205824, 0.9123395989116505]",0.03432800000000036
15577,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.23023023023023023]]]",0,1,sto-3g,,cisd,-91.10084136194276,"[-26.976526520604768, -1.910667113557448, -0.8589455606616848, -0.7313185128205824, -0.7313185128205824, 0.9123395989116505]",0.03466799999999992
15578,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.23023023023023023]]]",0,1,sto-3g,,ccsd,-91.10084136254486,"[-26.976526520604768, -1.910667113557448, -0.8589455606616848, -0.7313185128205824, -0.7313185128205824, 0.9123395989116505]",0.03386800000000001
15579,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.23023023023023023]]]",0,1,sto-3g,,fci,-91.10084136194273,"[-26.976526520604768, -1.910667113557448, -0.8589455606616848, -0.7313185128205824, -0.7313185128205824, 0.9123395989116505]",0.03721599999999903
15580,H1-F1,H1-F1_sto-3g_singlet,"[['H', [0.0, 0.0, 0.0]], ['F', [0.0, 0.0, 0.24024024024024024]]]",0,1,sto-3g,,hf,-91.71771026451667,"[-26.882018543591773, -1.9134531354606146, -0.8496298759167498, -0.7200340761188789, -0.7200340761188789, 0.9052624808204514]",0.033226000000000866
